title,link,keyword1,keyword2,keyword3
四大面向國泰產險精進資安防護- 天天要聞,https://www.bg3.co/a/si-da-mian-xiang-guo-tai-chan-xian-jing-jin-zi-an-fang-hu.html,保險,精算,區塊鏈
四大面向國泰產險精進資安防護- 天天要聞,https://www.bg3.co/a/si-da-mian-xiang-guo-tai-chan-xian-jing-jin-zi-an-fang-hu.html,保險,精算,大數據
四大面向國泰產險精進資安防護- 天天要聞,https://www.bg3.co/a/si-da-mian-xiang-guo-tai-chan-xian-jing-jin-zi-an-fang-hu.html,保險,精算,數位轉型
【09:48 投資快訊】雲端商機復甦四大受惠股吸睛 - 理財寶,https://www.cmoney.tw/notes/note-detail.aspx?nid=301526,保險,投資,雲端
《金融》投資型保單熱賣金管會3提醒示警 - 旺得富理財網,https://wantrich.chinatimes.com/news/20210825S448940,保險,核保,監理沙盒
富邦人壽攜微軟打造數位保險新服務- A15 活動資訊 - 工商時報,https://readers.ctee.com.tw/cm/20210830/a15aa15/1142553/share,保險,核保,身分驗證
從輕鬆集團·輕鬆保嚴選窺探網絡保險成長指南_金融理財,http://inforalongnight.com/News/20210918/206.html,產險,精算,區塊鏈
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,產險,銷售,大數據
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,保險,核保,區塊鏈
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,保險,核保,UBI
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,產險,理賠,OCR
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,產險,理賠,人工智慧
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,產險,理賠,生態圈
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,產險,核保,人工智慧
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,保險,核保,OCR
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,保險,理賠,OCR
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,產險,核保,區塊鏈
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,保險,投資,UBI
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,產險,核保,UBI
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,產險,核保,OCR
車險界的羅賓漢！羅賓斯科技結合金融科技與線上服務讓車險 ...,https://meet.bnext.com.tw/articles/view/48204,保險,理賠,生態圈
只是買保險真的不一定需要業務員在網路投保崛起的時代 - 方格子,https://vocus.cc/article/60b8e663fd897800017760e6,保險,銷售,網路投保
Wefox估值衝上30億美元！德國保險新創扭轉業務員形象,https://www.bnext.com.tw/article/63358/wefox,保險,銷售,雲端
Wefox估值衝上30億美元！德國保險新創扭轉業務員形象,https://www.bnext.com.tw/article/63358/wefox,保險,銷售,數位轉型
富邦產險在首屆數位金融獎勇奪「網路投保服務金質獎」,https://www.chinatimes.com/realtimenews/20211007004615-260410,產險,投資,OCR
全球人壽獲首屆數位金融獎數位轉型典範優質獎 - 工商時報,https://ctee.com.tw/industrynews/financesmanage/528491.html,保險,保戶服務,客戶體驗
全球人壽獲首屆數位金融獎數位轉型典範優質獎 - 工商時報,https://ctee.com.tw/industrynews/financesmanage/528491.html,保險,核保,人工智慧
《金融》迎戰IFRS 17 產險業拚數位轉型 - 奇摩股市,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D-%E8%BF%8E%E6%88%B0ifrs-17-%E7%94%A2%E9%9A%AA%E6%A5%AD%E6%8B%9A%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B-235119125.html,保險,風險管理,數位轉型
《金融》迎戰IFRS 17 產險業拚數位轉型 - 奇摩股市,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D-%E8%BF%8E%E6%88%B0ifrs-17-%E7%94%A2%E9%9A%AA%E6%A5%AD%E6%8B%9A%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B-235119125.html,保險,投資,數位轉型
工控系統危機四伏，掌握工控資安風險管理要點 - 資安人,https://www.informationsecurity.com.tw/article/article_detail.aspx?aid=9503,保險,風險管理,身分驗證
全球人壽獲首屆數位金融獎數位轉型典範優質獎 - 奇摩新聞,https://tw.news.yahoo.com/%E5%85%A8%E7%90%83%E4%BA%BA%E5%A3%BD%E7%8D%B2%E9%A6%96%E5%B1%86%E6%95%B8%E4%BD%8D%E9%87%91%E8%9E%8D%E7%8D%8E%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B%E5%85%B8%E7%AF%84%E5%84%AA%E8%B3%AA%E7%8D%8E-133430954.html,保險,保戶服務,大數據
全球人壽獲首屆數位金融獎數位轉型典範優質獎 - 奇摩新聞,https://tw.news.yahoo.com/%E5%85%A8%E7%90%83%E4%BA%BA%E5%A3%BD%E7%8D%B2%E9%A6%96%E5%B1%86%E6%95%B8%E4%BD%8D%E9%87%91%E8%9E%8D%E7%8D%8E%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B%E5%85%B8%E7%AF%84%E5%84%AA%E8%B3%AA%E7%8D%8E-133430954.html,保險,理賠,客戶體驗
[招聘公告]中國平安財產保險股份有限公司廣東分公司2022屆 ...,https://job.xidian.edu.cn/campus/view/id/733556,產險,核保,大數據
[招聘公告]中國平安財產保險股份有限公司廣東分公司2022屆 ...,https://job.xidian.edu.cn/campus/view/id/733556,產險,精算,大數據
小資族的四大投資管道 - 理財寶,https://www.cmoney.tw/learn/course/cmoney/topic/114,保險,投資,人工智慧
大舉應用人工智慧保險科技蓬勃發展 - 奧丁丁,https://www.owlting.com/news/articles/9932-%E5%A4%A7%E8%88%89%E6%87%89%E7%94%A8%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7+%E4%BF%9D%E9%9A%AA%E7%A7%91%E6%8A%80%E8%93%AC%E5%8B%83%E7%99%BC%E5%B1%95,保險,核保,區塊鏈
新安東京海上借力MarTech新創，網路投保率大勝同業！「車險 ...,https://www.bnext.com.tw/article/65015/martech-accuhit-insurance-case,產險,投資,網路投保
新安東京海上借力MarTech新創，網路投保率大勝同業！「車險 ...,https://www.bnext.com.tw/article/65015/martech-accuhit-insurance-case,產險,投資,OCR
新安東京海上借力MarTech新創，網路投保率大勝同業！「車險 ...,https://www.bnext.com.tw/article/65015/martech-accuhit-insurance-case,產險,投資,UBI
新安東京海上借力MarTech新創，網路投保率大勝同業！「車險 ...,https://www.bnext.com.tw/article/65015/martech-accuhit-insurance-case,產險,投資,聊天機器人
新安東京海上借力MarTech新創，網路投保率大勝同業！「車險 ...,https://www.bnext.com.tw/article/65015/martech-accuhit-insurance-case,保險,投資,OCR
中國平安(601318) 最新動態_F10_同花順金融服務網,https://basic.10jqka.com.cn/601318/,產險,風險管理,區塊鏈
中國平安(601318) 最新動態_F10_同花順金融服務網,https://basic.10jqka.com.cn/601318/,產險,風險管理,生態圈
中國平安財產保險股份有限公司蘇州分公司2021年9月招聘70名 ...,http://www.gaoxiaojob.com/zhaopin/qiye/20210924/555172.html,產險,精算,大數據
中國平安財產保險股份有限公司蘇州分公司2021年9月招聘70名 ...,http://www.gaoxiaojob.com/zhaopin/qiye/20210924/555172.html,產險,核保,大數據
機器學習、深度學習傻傻分不清？這是關鍵“魔法” 所在,https://www.stockfeel.com.tw/%E6%A9%9F%E5%99%A8%E5%AD%B8%E7%BF%92%E3%80%81%E6%B7%B1%E5%BA%A6%E5%AD%B8%E7%BF%92%E5%82%BB%E5%82%BB%E5%88%86%E4%B8%8D%E6%B8%85%EF%BC%9F%E9%80%99%E6%98%AF%E9%97%9C%E9%8D%B5-%E9%AD%94%E6%B3%95/,保險,銷售,機器學習
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,保險,投資,身分驗證
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,產險,核保,身分驗證
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,保險,投資,身分驗證
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,保險,核保,數位轉型
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,保險,核保,網路投保
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,產險,核保,網路投保
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,保險,投資,數位轉型
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,產險,核保,數位轉型
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,產險,投資,數位轉型
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,產險,投資,身分驗證
富邦人壽與微軟攜手塑造數位保險服務新常態 - Microsoft News,https://news.microsoft.com/zh-tw/insurtech/,保險,核保,身分驗證
疫情創轉型契機！臨櫃減少改線上服務加速金融業「銀行4.0 ...,https://finance.ettoday.net/news/2008304,保險,風險管理,API
疫情創轉型契機！臨櫃減少改線上服務加速金融業「銀行4.0 ...,https://finance.ettoday.net/news/2008304,保險,風險管理,身分驗證
臺壽理賠智能平臺獲哈佛商業評論首獎 - UDN,https://udn.com/news/story/7239/5792232,保險,理賠,客戶體驗
防疫險– 新疫點零- 和泰線上投保,https://ec2.hotains.com.tw/general/COV001,產險,理賠,網路投保
中期業績報告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0831/2021083100048_c.pdf,保險,精算,API
中期業績報告,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0831/2021083100048_c.pdf,產險,銷售,機器學習
2021中國未來健康保險創新峯會_門票優惠 - 活動家,https://www.huodongjia.com/event-861006478.html,產險,核保,生態圈
2021中國未來健康保險創新峯會_門票優惠 - 活動家,https://www.huodongjia.com/event-861006478.html,產險,風險管理,生態圈
2021中國未來健康保險創新峯會_門票優惠 - 活動家,https://www.huodongjia.com/event-861006478.html,產險,精算,生態圈
中信金2891子公司中信產險內鬼勾結車行灌水事故和解金詐保 ...,https://davidli.pixnet.net/blog/post/49808702-%E4%B8%AD%E4%BF%A1%E9%87%912891%E5%AD%90%E5%85%AC%E5%8F%B8%E4%B8%AD%E4%BF%A1%E7%94%A2%E9%9A%AA%E5%85%A7%E9%AC%BC%E5%8B%BE%E7%B5%90%E8%BB%8A%E8%A1%8C%E7%81%8C%E6%B0%B4,保險,理賠,API
臺灣人工智慧學校校務長蔡明順數位轉型四步驟領導、容錯、投資,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%81%A3%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%AD%B8%E6%A0%A1%E6%A0%A1%E5%8B%99%E9%95%B7%E8%94%A1%E6%98%8E%E9%A0%86-%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B%E5%9B%9B%E6%AD%A5%E9%A9%9F-%E9%A0%98%E5%B0%8E%E3%80%81%E5%AE%B9%E9%8C%AF%E3%80%81%E6%8A%95%E8%B3%87%E3%80%81%E6%99%82%E6%A9%9F-065518839.html?bcmt=1,保險,保戶服務,生態圈
臺灣人工智慧學校校務長蔡明順數位轉型四步驟領導、容錯、投資,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%81%A3%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%AD%B8%E6%A0%A1%E6%A0%A1%E5%8B%99%E9%95%B7%E8%94%A1%E6%98%8E%E9%A0%86-%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B%E5%9B%9B%E6%AD%A5%E9%A9%9F-%E9%A0%98%E5%B0%8E%E3%80%81%E5%AE%B9%E9%8C%AF%E3%80%81%E6%8A%95%E8%B3%87%E3%80%81%E6%99%82%E6%A9%9F-065518839.html?bcmt=1,保險,保戶服務,機器學習
保險理賠醫起通 - YouTube,https://www.youtube.com/watch?v=iHikG0V4WpE,保險,理賠,區塊鏈
新安東京海上產險「車險理賠服務平臺」全新上線| 上報 - LINE ...,https://today.line.me/tw/v2/article/vR2ew3,產險,理賠,OCR
保單電子化讓保險服務更進步 - Smart自學網,http://smart.businessweekly.com.tw/Reading/WebArticle.aspx?id=7003617,產險,投資,客戶體驗
保單電子化讓保險服務更進步 - Smart自學網,http://smart.businessweekly.com.tw/Reading/WebArticle.aspx?id=7003617,產險,理賠,客戶體驗
保單電子化讓保險服務更進步 - Smart自學網,http://smart.businessweekly.com.tw/Reading/WebArticle.aspx?id=7003617,保險,理賠,客戶體驗
保單電子化讓保險服務更進步 - Smart自學網,http://smart.businessweekly.com.tw/Reading/WebArticle.aspx?id=7003617,保險,保戶服務,客戶體驗
保單電子化讓保險服務更進步 - Smart自學網,http://smart.businessweekly.com.tw/Reading/WebArticle.aspx?id=7003617,產險,保戶服務,客戶體驗
保單電子化讓保險服務更進步 - Smart自學網,http://smart.businessweekly.com.tw/Reading/WebArticle.aspx?id=7003617,保險,風險管理,客戶體驗
區塊鏈經濟搭建金融衍生工俱生態市場,https://one-hawk.com/2021/09/26/%E5%8D%80%E5%A1%8A%E9%8F%88%E7%B6%93%E6%BF%9F%E6%90%AD%E5%BB%BA%E9%87%91%E8%9E%8D%E8%A1%8D%E7%94%9F%E5%B7%A5%E4%BF%B1%E7%94%9F%E6%85%8B%E5%B8%82%E5%A0%B4/,保險,風險管理,區塊鏈
數位轉型成果亮眼中壽獲「數位金融獎」雙優質獎肯定 - 鉅亨,https://news.cnyes.com/news/id/4744946,保險,核保,人臉辨識
數位轉型成果亮眼中壽獲「數位金融獎」雙優質獎肯定,https://www.sinotrade.com.tw/richclub/news/616830d1d8006f34c304f804,保險,核保,人臉辨識
找國民年金不繳相關保險資訊,https://insurancewikitw.com/keywords/%E5%9C%8B%E6%B0%91%E5%B9%B4%E9%87%91%E4%B8%8D%E7%B9%B3,保險,精算,雲端
說好「保費不漲」破功再惹議！4大數據宏泰人壽都墊底…,https://www.rmim.com.tw/news-detail-32611,保險,理賠,大數據
說好「保費不漲」破功再惹議！4大數據宏泰人壽都墊底…,https://www.rmim.com.tw/news-detail-32611,保險,精算,大數據
說好「保費不漲」破功再惹議！4大數據宏泰人壽都墊底…,https://today.line.me/tw/v2/article/ZM5aKr,保險,精算,大數據
【金融科技】保險業防理賠欺詐數據分析為王 - HKET經濟日報,https://inews.hket.com/article/3079522/%E3%80%90%E9%87%91%E8%9E%8D%E7%A7%91%E6%8A%80%E3%80%91%E4%BF%9D%E9%9A%AA%E6%A5%AD%E9%98%B2%E7%90%86%E8%B3%A0%E6%AC%BA%E8%A9%90%E3%80%80%E6%95%B8%E6%93%9A%E5%88%86%E6%9E%90%E7%82%BA%E7%8E%8B,保險,投資,機器學習
找臺灣保險科技的發展現況相關保險資訊 - 保險與保戶的第一站,https://insurancewikitw.com/keywords/%E5%8F%B0%E7%81%A3%E4%BF%9D%E9%9A%AA%E7%A7%91%E6%8A%80%E7%9A%84%E7%99%BC%E5%B1%95%E7%8F%BE%E6%B3%81,保險,核保,區塊鏈
亞洲大學財務金融學系(投資理財組) - ColleGo!,https://collego.edu.tw/Highschool/DepartmentIntro?dept_id=134034,產險,投資,大數據
亞洲大學財務金融學系(投資理財組) - ColleGo!,https://collego.edu.tw/Highschool/DepartmentIntro?dept_id=134034,產險,投資,人工智慧
英國保誠人壽攜手亞洲萬裏通投保「旅平險」可獲得裡數！,https://www.bg3.co/a/ying-guo-bao-cheng-ren-shou-xi-shou-ya-zhou-mo-li-tong-tou-bao-lu-ping-xian-ke-huo-de-li-shu.html,產險,理賠,生態圈
中國平安財產保險股份有限公司廣東分公司2022屆校園招聘,https://www.51uns.com/Lecture/Details/5ee54e4583874f9fbc17c58faf0703fe?schoolCode=10704,產險,核保,大數據
中國平安財產保險股份有限公司廣東分公司2022屆校園招聘,https://www.51uns.com/Lecture/Details/5ee54e4583874f9fbc17c58faf0703fe?schoolCode=10708,產險,精算,大數據
外溢保單英文,https://1minute4health.com/keywords/%E5%A4%96%E6%BA%A2%E4%BF%9D%E5%96%AE%E8%8B%B1%E6%96%87,產險,銷售,外溢保單
香港保險及理財策劃領袖應如何帶領團隊推行數碼轉型,https://rz.mdrt.org/html/TL2021-How-Hong-Kong-leaders-nurture-technology-first-workforce-navigate-digital-future-hk/,保險,銷售,客戶體驗
香港保險及理財策劃領袖應如何帶領團隊推行數碼轉型,https://rz.mdrt.org/html/TL2021-How-Hong-Kong-leaders-nurture-technology-first-workforce-navigate-digital-future-hk/,保險,理賠,客戶體驗
香港保險及理財策劃領袖應如何帶領團隊推行數碼轉型,https://rz.mdrt.org/html/TL2021-How-Hong-Kong-leaders-nurture-technology-first-workforce-navigate-digital-future-hk/,保險,核保,大數據
香港保險及理財策劃領袖應如何帶領團隊推行數碼轉型,https://rz.mdrt.org/html/TL2021-How-Hong-Kong-leaders-nurture-technology-first-workforce-navigate-digital-future-hk/,保險,核保,客戶體驗
全球人壽落實公平待客再升級| NOWnews 今日新聞 - LINE ...,https://today.line.me/tw/v2/article/2DvzYoO,保險,銷售,數位轉型
全球人壽落實公平待客再升級| NOWnews 今日新聞 - LINE ...,https://today.line.me/tw/v2/article/2DvzYoO,保險,銷售,客戶體驗
2021年上半年互聯網財產保險保費收入472億前三家公司佔44%,http://insurance.jrj.com.cn/2021/09/30095933541262.shtml,產險,核保,大數據
2021年上半年互聯網財產保險保費收入472億前三家公司佔44%,http://insurance.jrj.com.cn/2021/09/30095933541262.shtml,產險,核保,區塊鏈
2021年上半年互聯網財產保險保費收入472億前三家公司佔44%,http://insurance.jrj.com.cn/2021/09/30095933541262.shtml,產險,核保,客戶體驗
2021 國泰產險機車險投保重點總整理 - Finfo,https://finfo.tw/motorcycle_insurances/%E5%9C%8B%E6%B3%B0%E7%94%A2%E9%9A%AA,產險,風險管理,網路投保
臺灣人壽| 保險理賠明細,https://insurancewikitw.com/results/18e32e4989282c069a,保險,理賠,區塊鏈
臺灣人壽| 保險理賠明細,https://insurancewikitw.com/results/18e32e4989282c069a,保險,保戶服務,區塊鏈
新光產險 - Facebook,https://www.facebook.com/ShinkongIns/,保險,風險管理,人工智慧
新光產險 - Facebook,https://www.facebook.com/ShinkongIns/,保險,風險管理,大數據
「長虹雲端科技」銷售再開紅盤兆隆砸逾4億買部分樓層| 房產投資,https://money.udn.com/money/story/5607/5423187,保險,銷售,雲端
KPMG卓越客戶體驗研究報告- 全球與臺灣的新現實客戶體驗 ...,https://home.kpmg/tw/zh/home/media/press-releases/2021/08/customer-experience-excellence-report-building-an-emotional-connection-with-customers.html,保險,投資,客戶體驗
KPMG卓越客戶體驗研究報告- 全球與臺灣的新現實客戶體驗 ...,https://home.kpmg/tw/zh/home/media/press-releases/2021/08/customer-experience-excellence-report-building-an-emotional-connection-with-customers.html,保險,風險管理,數位轉型
KPMG卓越客戶體驗研究報告- 全球與臺灣的新現實客戶體驗 ...,https://home.kpmg/tw/zh/home/media/press-releases/2021/08/customer-experience-excellence-report-building-an-emotional-connection-with-customers.html,保險,風險管理,客戶體驗
開課功能介紹| 1share | 好評雲端教學、課程販售,https://1share.app/1share_class_functions.php,保險,銷售,雲端
臺壽理賠智能平臺獲哈佛商業評論首獎| 金融脈動,https://money.udn.com/money/story/5613/5792232,保險,理賠,OCR
臺壽理賠智能平臺獲哈佛商業評論首獎| 金融脈動,https://money.udn.com/money/story/5613/5792232,保險,理賠,客戶體驗
國壽遠距投保常態化120天達標市佔率達65% | Anue鉅亨- 保險,https://news.cnyes.com/news/id/4745462?exp=a,保險,銷售,客戶體驗
富邦人壽與微軟攜手塑造數位保險服務新常態 - 臺灣產經新聞網,https://news.taiwannet.com.tw/c-1/73736/%E5%AF%8C%E9%82%A6%E4%BA%BA%E5%A3%BD%E8%88%87%E5%BE%AE%E8%BB%9F%E6%94%9C%E6%89%8B%E5%A1%91%E9%80%A0%E6%95%B8%E4%BD%8D%E4%BF%9D%E9%9A%AA%E6%9C%8D%E5%8B%99%E6%96%B0%E5%B8%B8%E6%85%8B.html,保險,核保,雲端
【黃毓瑩專欄】日本長照產業以生態系觀點共創新價值,https://www.ankecare.com/2021/24984,保險,銷售,生態圈
[ 保險] 寵物險投保額前八月翻倍增,https://www.fs-brokerage.com/news/html/?1796.html,產險,銷售,網路投保
康健人壽57.5億美元賣安達！外商壽險「三大原因」在臺灣長不 ...,https://www.gvm.com.tw/article/83140,保險,銷售,外溢保單
康健人壽57.5億美元賣安達！外商壽險「三大原因」在臺灣長不 ...,https://www.gvm.com.tw/article/83140,產險,風險管理,外溢保單
康健人壽57.5億美元賣安達！外商壽險「三大原因」在臺灣長不 ...,https://www.gvm.com.tw/article/83140,保險,風險管理,外溢保單
康健人壽57.5億美元賣安達！外商壽險「三大原因」在臺灣長不 ...,https://www.gvm.com.tw/article/83140,產險,投資,外溢保單
康健人壽57.5億美元賣安達！外商壽險「三大原因」在臺灣長不 ...,https://www.gvm.com.tw/article/83140,產險,銷售,外溢保單
“硬科技”成風口中國平安在金融科技領域的進擊 - 網易,https://www.163.com/dy/article/GIEHIJL80519QLFM.html,產險,風險管理,機器學習
“硬科技”成風口中國平安在金融科技領域的進擊 - 網易,https://www.163.com/dy/article/GIEHIJL80519QLFM.html,產險,風險管理,區塊鏈
“硬科技”成風口中國平安在金融科技領域的進擊 - 網易,https://www.163.com/dy/article/GIEHIJL80519QLFM.html,產險,核保,機器學習
“硬科技”成風口中國平安在金融科技領域的進擊 - 網易,https://www.163.com/dy/article/GIEHIJL80519QLFM.html,產險,核保,區塊鏈
“硬科技”成風口中國平安在金融科技領域的進擊 - 網易,https://www.163.com/dy/article/GIEHIJL80519QLFM.html,產險,核保,OCR
“硬科技”成風口中國平安在金融科技領域的進擊 - 網易,https://www.163.com/dy/article/GIEHIJL80519QLFM.html,產險,風險管理,OCR
“硬科技”成風口中國平安在金融科技領域的進擊 - 網易,https://www.163.com/dy/article/GIEHIJL80519QLFM.html,產險,核保,生態圈
前收後收大不同，簡單弄懂投資型保單！ - 倍安保險經紀人,http://www.polarisfg.com/Index/news-post.php?news=355,產險,投資,雲端
前收後收大不同，簡單弄懂投資型保單！ - 倍安保險經紀人,http://www.polarisfg.com/Index/news-post.php?news=355,產險,銷售,雲端
前收後收大不同，簡單弄懂投資型保單！ - 倍安保險經紀人,http://www.polarisfg.com/Index/news-post.php?news=355,產險,銷售,雲端
華南產險- 首頁 - Facebook,https://zh-tw.facebook.com/southchina.ins,產險,核保,網路投保
保險卓越獎新安東京海上產險勇奪四大獎- 金融 - 經濟日報,https://money.udn.com/money/story/5613/5786935,保險,保戶服務,監理沙盒
保險卓越獎新安東京海上產險勇奪四大獎- 金融 - 經濟日報,https://money.udn.com/money/story/5613/5786935,保險,風險管理,監理沙盒
客戶體驗-純網銀和金融科技教我們的事 - 聚誠國際資通整合,https://www.g-trend.com.tw/archives/10527,保險,投資,人工智慧
客戶體驗-純網銀和金融科技教我們的事 - 聚誠國際資通整合,https://www.g-trend.com.tw/archives/10527,保險,投資,雲端
客戶體驗-純網銀和金融科技教我們的事 - 聚誠國際資通整合,https://www.g-trend.com.tw/archives/10527,保險,投資,客戶體驗
客戶體驗-純網銀和金融科技教我們的事 - 聚誠國際資通整合,https://www.g-trend.com.tw/archives/10527,保險,投資,數位轉型
全球人壽覈准試辦遠距投保全程五步驟一機就搞定,https://news.cnyes.com/news/id/4690270,保險,保戶服務,身分驗證
全球人壽覈准試辦遠距投保全程五步驟一機就搞定,https://news.cnyes.com/news/id/4690270,保險,保戶服務,人臉辨識
遠雄人壽會不會倒？！ | 健康跟著走,https://info.todohealth.com/29252134,產險,精算,區塊鏈
疫情拚轉機國泰金推10金融科技,https://www.mirrormedia.mg/story/20210602fin003/,產險,投資,生態圈
疫情拚轉機國泰金推10金融科技,https://www.mirrormedia.mg/story/20210602fin003/,產險,投資,數位轉型
迎戰IFRS 17 產險業拚數位轉型 - 旺得富理財網,https://wantrich.chinatimes.com/news/20210916S474924,產險,精算,人工智慧
迎戰IFRS 17 產險業拚數位轉型 - 旺得富理財網,https://wantrich.chinatimes.com/news/20210916S474924,產險,風險管理,人工智慧
迎戰IFRS 17 產險業拚數位轉型 - 旺得富理財網,https://wantrich.chinatimes.com/news/20210916S474924,產險,精算,網路投保
迎戰IFRS 17 產險業拚數位轉型 - 旺得富理財網,https://wantrich.chinatimes.com/news/20210916S474924,產險,投資,UBI
迎戰IFRS 17 產險業拚數位轉型 - 旺得富理財網,https://wantrich.chinatimes.com/news/20210916S474924,產險,投資,數位轉型
迎戰IFRS 17 產險業拚數位轉型 - 旺得富理財網,https://wantrich.chinatimes.com/news/20210916S474924,保險,投資,數位轉型
迎戰IFRS 17 產險業拚數位轉型 - 旺得富理財網,https://wantrich.chinatimes.com/news/20210916S474924,產險,精算,UBI
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,核保,區塊鏈
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,風險管理,機器學習
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,核保,生態圈
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,核保,大數據
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,核保,機器學習
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,風險管理,OCR
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,核保,生態圈
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,風險管理,區塊鏈
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,核保,OCR
硬科技”成風口中國平安在金融科技領域的進擊 - IFTNews,http://www.ifintechnews.com/readnews/9951.html,產險,風險管理,生態圈
中國平安財產保險股份有限公司科技中心招聘 - 同濟大學就業網,https://tj91.tongji.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1012&wbnewsid=22687,產險,核保,大數據
中國平安財產保險股份有限公司科技中心招聘 - 同濟大學就業網,https://tj91.tongji.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1012&wbnewsid=22687,產險,核保,區塊鏈
中國平安財產保險股份有限公司科技中心招聘 - 同濟大學就業網,https://tj91.tongji.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1012&wbnewsid=22687,產險,核保,機器學習
投資人宣導專區 - 國泰期貨,https://www.cathayfut.com.tw/F_InvestorAdvocacy.aspx,產險,投資,雲端
